county_code,district_code,school_code,district_name,school_name,entity_name,auth,program,charter,facility,school_type,entity_level_num
01,62984,0000000,Peninsula Union ,,Peninsula Union ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63008,0000000,Rio Dell Elementary,,Rio Dell Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63024,0000000,Scotia Union Elementary,,Scotia Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63032,0000000,South Bay Union Elementary,,South Bay Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63040,0000000,Southern Humboldt Joint Unified,,Southern Humboldt Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63057,0000000,Trinidad Union Elementary,,Trinidad Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63073,0000000,Brawley Elementary,,Brawley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63081,0000000,Brawley Union High,,Brawley Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63099,0000000,Calexico Unified,,Calexico Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63107,0000000,Calipatria Unified,,Calipatria Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63115,0000000,Central Union High,,Central Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63123,0000000,El Centro Elementary,,El Centro Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63131,0000000,Heber Elementary,,Heber Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63149,0000000,Holtville Unified,,Holtville Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63164,0000000,Imperial Unified,,Imperial Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63172,0000000,Magnolia Union Elementary,,Magnolia Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63180,0000000,McCabe Union Elementary,,McCabe Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63198,0000000,Meadows Union Elementary,,Meadows Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63206,0000000,Mulberry Elementary,,Mulberry Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63214,0000000,San Pasqual Valley Unified,,San Pasqual Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63222,0000000,Seeley Union Elementary,,Seeley Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63230,0000000,Westmorland Union Elementary,,Westmorland Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63248,0000000,Big Pine Unified,,Big Pine Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63271,0000000,Death Valley Unified,,Death Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63289,0000000,Lone Pine Unified,,Lone Pine Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63297,0000000,Owens Valley Unified,,Owens Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63305,0000000,Round Valley Joint Elementary,,Round Valley Joint Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63313,0000000,Arvin Union,,Arvin Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63321,0000000,Bakersfield City,,Bakersfield City,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63339,0000000,Beardsley Elementary,,Beardsley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63347,0000000,Belridge Elementary,,Belridge Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63354,0000000,Blake Elementary,,Blake Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63362,0000000,Panama-Buena Vista Union,,Panama-Buena Vista Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63370,0000000,Buttonwillow Union Elementary,,Buttonwillow Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63388,0000000,Caliente Union Elementary,,Caliente Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63404,0000000,Delano Union Elementary,,Delano Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63412,0000000,Delano Joint Union High,,Delano Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63420,0000000,Di Giorgio Elementary,,Di Giorgio Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63438,0000000,Edison Elementary,,Edison Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63446,0000000,Elk Hills Elementary,,Elk Hills Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63461,0000000,Fairfax Elementary,,Fairfax Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63479,0000000,Fruitvale Elementary,,Fruitvale Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63487,0000000,General Shafter Elementary,,General Shafter Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63503,0000000,Greenfield Union,,Greenfield Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63529,0000000,Kern High,,Kern High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63545,0000000,Kernville Union Elementary,,Kernville Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63552,0000000,Lakeside Union,,Lakeside Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63560,0000000,Lamont Elementary,,Lamont Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63578,0000000,Richland Union Elementary,,Richland Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63586,0000000,Linns Valley-Poso Flat Union,,Linns Valley-Poso Flat Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63594,0000000,Lost Hills Union Elementary,,Lost Hills Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63610,0000000,Maple Elementary,,Maple Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63628,0000000,Maricopa Unified,,Maricopa Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63651,0000000,McKittrick Elementary,,McKittrick Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63669,0000000,Midway Elementary,,Midway Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63677,0000000,Mojave Unified,,Mojave Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63685,0000000,Muroc Joint Unified,,Muroc Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63693,0000000,Norris Elementary,,Norris Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63719,0000000,Pond Union Elementary,,Pond Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63750,0000000,Rosedale Union Elementary,,Rosedale Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63768,0000000,Semitropic Elementary,,Semitropic Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63776,0000000,Southern Kern Unified,,Southern Kern Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63784,0000000,South Fork Union,,South Fork Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63792,0000000,Standard Elementary,,Standard Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63800,0000000,Taft City,,Taft City,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63818,0000000,Taft Union High,,Taft Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63826,0000000,Tehachapi Unified,,Tehachapi Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63834,0000000,Vineland Elementary,,Vineland Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63842,0000000,Wasco Union Elementary,,Wasco Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63859,0000000,Wasco Union High,,Wasco Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63875,0000000,Armona Union Elementary,,Armona Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63883,0000000,Central Union Elementary,,Central Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63891,0000000,Corcoran Joint Unified,,Corcoran Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63917,0000000,Hanford Elementary,,Hanford Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63925,0000000,Hanford Joint Union High,,Hanford Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63933,0000000,Island Union Elementary,,Island Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63941,0000000,Kings River-Hardwick Union Elementary,,Kings River-Hardwick Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63958,0000000,Kit Carson Union Elementary,,Kit Carson Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63966,0000000,Lakeside Union Elementary,,Lakeside Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63974,0000000,Lemoore Union Elementary,,Lemoore Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63982,0000000,Lemoore Union High,,Lemoore Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,63990,0000000,Pioneer Union Elementary,,Pioneer Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64014,0000000,Kelseyville Unified,,Kelseyville Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64022,0000000,Konocti Unified,,Konocti Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64030,0000000,Lakeport Unified,,Lakeport Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64048,0000000,Lucerne Elementary,,Lucerne Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64055,0000000,Middletown Unified,,Middletown Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64089,0000000,Big Valley Joint Unified,,Big Valley Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64105,0000000,Janesville Union Elementary,,Janesville Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64113,0000000,Johnstonville Elementary,,Johnstonville Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64139,0000000,Lassen Union High,,Lassen Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64162,0000000,Ravendale-Termo Elementary,,Ravendale-Termo Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64170,0000000,Richmond Elementary,,Richmond Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64188,0000000,Shaffer Union Elementary,,Shaffer Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64196,0000000,Susanville Elementary,,Susanville Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64204,0000000,Westwood Unified,,Westwood Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64212,0000000,ABC Unified,,ABC Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64246,0000000,Antelope Valley Union High,,Antelope Valley Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64261,0000000,Arcadia Unified,,Arcadia Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64279,0000000,Azusa Unified,,Azusa Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64287,0000000,Baldwin Park Unified,,Baldwin Park Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64295,0000000,Bassett Unified,,Bassett Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64303,0000000,Bellflower Unified,,Bellflower Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64311,0000000,Beverly Hills Unified,,Beverly Hills Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64329,0000000,Bonita Unified,,Bonita Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64337,0000000,Burbank Unified,,Burbank Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64345,0000000,Castaic Union,,Castaic Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64352,0000000,Centinela Valley Union High,,Centinela Valley Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64378,0000000,Charter Oak Unified,,Charter Oak Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64394,0000000,Claremont Unified,,Claremont Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64436,0000000,Covina-Valley Unified,,Covina-Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64444,0000000,Culver City Unified,,Culver City Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64451,0000000,Downey Unified,,Downey Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64469,0000000,Duarte Unified,,Duarte Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64477,0000000,Eastside Union Elementary,,Eastside Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64485,0000000,East Whittier City Elementary,,East Whittier City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64501,0000000,El Monte City,,El Monte City,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64519,0000000,El Monte Union High,,El Monte Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64527,0000000,El Rancho Unified,,El Rancho Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64535,0000000,El Segundo Unified,,El Segundo Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64550,0000000,Garvey Elementary,,Garvey Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64568,0000000,Glendale Unified,,Glendale Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64576,0000000,Glendora Unified,,Glendora Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64584,0000000,Gorman Joint,,Gorman Joint,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64592,0000000,Hawthorne,,Hawthorne,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64600,0000000,Hermosa Beach City Elementary,,Hermosa Beach City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64626,0000000,Hughes-Elizabeth Lakes Union Elementary,,Hughes-Elizabeth Lakes Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64634,0000000,Inglewood Unified,,Inglewood Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64642,0000000,Keppel Union Elementary,,Keppel Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64659,0000000,La Canada Unified,,La Canada Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64667,0000000,Lancaster Elementary,,Lancaster Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64683,0000000,Las Virgenes Unified,,Las Virgenes Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64691,0000000,Lawndale Elementary,,Lawndale Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64709,0000000,Lennox,,Lennox,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64717,0000000,Little Lake City Elementary,,Little Lake City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64725,0000000,Long Beach Unified,,Long Beach Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64733,0000000,Los Angeles Unified,,Los Angeles Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64758,0000000,Los Nietos,,Los Nietos,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64766,0000000,Lowell Joint,,Lowell Joint,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64774,0000000,Lynwood Unified,,Lynwood Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64790,0000000,Monrovia Unified,,Monrovia Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64808,0000000,Montebello Unified,,Montebello Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64816,0000000,Mountain View Elementary,,Mountain View Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64832,0000000,Newhall,,Newhall,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64840,0000000,Norwalk-La Mirada Unified,,Norwalk-La Mirada Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64857,0000000,Palmdale Elementary,,Palmdale Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64865,0000000,Palos Verdes Peninsula Unified,,Palos Verdes Peninsula Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64873,0000000,Paramount Unified,,Paramount Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64881,0000000,Pasadena Unified,,Pasadena Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64907,0000000,Pomona Unified,,Pomona Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64931,0000000,Rosemead Elementary,,Rosemead Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64964,0000000,San Marino Unified,,San Marino Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64980,0000000,Santa Monica-Malibu Unified,,Santa Monica-Malibu Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,64998,0000000,Saugus Union,,Saugus Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65029,0000000,South Pasadena Unified,,South Pasadena Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65037,0000000,South Whittier Elementary,,South Whittier Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65045,0000000,Sulphur Springs Union,,Sulphur Springs Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65052,0000000,Temple City Unified,,Temple City Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65060,0000000,Torrance Unified,,Torrance Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65078,0000000,Valle Lindo Elementary,,Valle Lindo Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65094,0000000,West Covina Unified,,West Covina Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65102,0000000,Westside Union Elementary,,Westside Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65110,0000000,Whittier City Elementary,,Whittier City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65128,0000000,Whittier Union High,,Whittier Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65136,0000000,William S. Hart Union High,,William S. Hart Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65151,0000000,Wilsona Elementary,,Wilsona Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65177,0000000,Alview-Dairyland Union Elementary,,Alview-Dairyland Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65185,0000000,Bass Lake Joint Union Elementary,,Bass Lake Joint Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65193,0000000,Chowchilla Elementary,,Chowchilla Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65201,0000000,Chowchilla Union High,,Chowchilla Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65243,0000000,Madera Unified,,Madera Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65276,0000000,Raymond-Knowles Union Elementary,,Raymond-Knowles Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65300,0000000,Bolinas-Stinson Union,,Bolinas-Stinson Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65318,0000000,Miller Creek Elementary,,Miller Creek Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65334,0000000,Kentfield Elementary,,Kentfield Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65342,0000000,Laguna Joint Elementary,,Laguna Joint Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65359,0000000,Lagunitas Elementary,,Lagunitas Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65367,0000000,Larkspur-Corte Madera,,Larkspur-Corte Madera,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65375,0000000,Lincoln Elementary,,Lincoln Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65391,0000000,Mill Valley Elementary,,Mill Valley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65409,0000000,Nicasio,,Nicasio,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65417,0000000,Novato Unified,,Novato Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65425,0000000,Reed Union Elementary,,Reed Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65433,0000000,Ross Elementary,,Ross Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65458,0000000,San Rafael City Elementary,,San Rafael City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65466,0000000,San Rafael City High,,San Rafael City High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,65474,0000000,Sausalito Marin City,,Sausalito Marin City,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63875,0000000,Armona Union Elementary,,Armona Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63883,0000000,Central Union Elementary,,Central Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63891,0000000,Corcoran Joint Unified,,Corcoran Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63917,0000000,Hanford Elementary,,Hanford Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63925,0000000,Hanford Joint Union High,,Hanford Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63933,0000000,Island Union Elementary,,Island Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63941,0000000,Kings River-Hardwick Union Elementary,,Kings River-Hardwick Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63958,0000000,Kit Carson Union Elementary,,Kit Carson Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63966,0000000,Lakeside Union Elementary,,Lakeside Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63974,0000000,Lemoore Union Elementary,,Lemoore Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63982,0000000,Lemoore Union High,,Lemoore Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,63990,0000000,Pioneer Union Elementary,,Pioneer Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
16,73932,0000000,Reef-Sunset Unified,,Reef-Sunset Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
17,10173,0000000,Lake County Office of Education,,Lake County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73379,0000000,Pioneer Union Elementary,,Pioneer Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73437,0000000,Compton Unified,,Compton Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73445,0000000,Hacienda la Puente Unified,,Hacienda la Puente Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73452,0000000,Rowland Unified,,Rowland Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73460,0000000,Walnut Valley Unified,,Walnut Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73544,0000000,Rio Bravo-Greeley Union Elementary,,Rio Bravo-Greeley Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,73742,0000000,Sierra Sands Unified,,Sierra Sands Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
