county_code,district_code,school_code,district_name,school_name,entity_name,auth,program,charter,facility,school_type,entity_level_num
43,69708,0000000,Union Elementary,,Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,73387,0000000,Milpitas Unified,,Milpitas Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,77115,0000000,SBE - Perseverance Preparatory,,SBE - Perseverance Preparatory,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,77149,0000000,SBE - KIPP Navigate College Prep,,SBE - KIPP Navigate College Prep,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,10447,0000000,Santa Cruz County Office of Education,,Santa Cruz County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69732,0000000,Bonny Doon Union Elementary,,Bonny Doon Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69757,0000000,Happy Valley Elementary,,Happy Valley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69765,0000000,Live Oak Elementary,,Live Oak Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69773,0000000,Mountain Elementary,,Mountain Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69781,0000000,Pacific Elementary,,Pacific Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69799,0000000,Pajaro Valley Unified,,Pajaro Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69807,0000000,San Lorenzo Valley Unified,,San Lorenzo Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69815,0000000,Santa Cruz City Elementary,,Santa Cruz City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69823,0000000,Santa Cruz City High,,Santa Cruz City High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,69849,0000000,Soquel Union Elementary,,Soquel Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,75432,0000000,Scotts Valley Unified,,Scotts Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
44,77248,0000000,SBE - Watsonville Prep,,SBE - Watsonville Prep,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,10454,0000000,Shasta County Office of Education,,Shasta County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69856,0000000,Anderson Union High,,Anderson Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69872,0000000,Bella Vista Elementary,,Bella Vista Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69880,0000000,Black Butte Union Elementary,,Black Butte Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69914,0000000,Cascade Union Elementary,,Cascade Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69922,0000000,Castle Rock Union Elementary,,Castle Rock Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69948,0000000,Columbia Elementary,,Columbia Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69955,0000000,Cottonwood Union Elementary,,Cottonwood Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69971,0000000,Enterprise Elementary,,Enterprise Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69989,0000000,Fall River Joint Unified,,Fall River Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,69997,0000000,French Gulch-Whiskeytown Elementary,,French Gulch-Whiskeytown Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70003,0000000,Grant Elementary,,Grant Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70011,0000000,Happy Valley Union Elementary,,Happy Valley Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70029,0000000,"Igo, Ono, Platina Union Elementary",,"Igo, Ono, Platina Union Elementary",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70037,0000000,Indian Springs Elementary,,Indian Springs Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70045,0000000,Junction Elementary,,Junction Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70052,0000000,Millville Elementary,,Millville Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70078,0000000,North Cow Creek Elementary,,North Cow Creek Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70086,0000000,Oak Run Elementary,,Oak Run Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70094,0000000,Pacheco Union Elementary,,Pacheco Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70110,0000000,Redding Elementary,,Redding Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70128,0000000,Shasta Union Elementary,,Shasta Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70136,0000000,Shasta Union High,,Shasta Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,70169,0000000,Whitmore Union Elementary,,Whitmore Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,73700,0000000,Mountain Union Elementary,,Mountain Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
45,75267,0000000,Gateway Unified,,Gateway Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61382,0000000,Bangor Union Elementary,,Bangor Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61408,0000000,Biggs Unified,,Biggs Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61424,0000000,Chico Unified,,Chico Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61432,0000000,Durham Unified,,Durham Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61440,0000000,Feather Falls Union Elementary,,Feather Falls Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61457,0000000,Golden Feather Union Elementary,,Golden Feather Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61499,0000000,Manzanita Elementary,,Manzanita Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61507,0000000,Oroville City Elementary,,Oroville City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61515,0000000,Oroville Union High,,Oroville Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61523,0000000,Palermo Union Elementary,,Palermo Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61531,0000000,Paradise Unified,,Paradise Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,61549,0000000,Thermalito Union Elementary,,Thermalito Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65615,0000000,Ukiah Unified,,Ukiah Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65623,0000000,Willits Unified,,Willits Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65631,0000000,Atwater Elementary,,Atwater Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65649,0000000,Ballico-Cressey Elementary,,Ballico-Cressey Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65680,0000000,El Nido Elementary,,El Nido Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65698,0000000,Hilmar Unified,,Hilmar Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65722,0000000,Le Grand Union Elementary,,Le Grand Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65730,0000000,Le Grand Union High,,Le Grand Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65748,0000000,Livingston Union,,Livingston Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65755,0000000,Los Banos Unified,,Los Banos Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65763,0000000,McSwain Union Elementary,,McSwain Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65771,0000000,Merced City Elementary,,Merced City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65789,0000000,Merced Union High,,Merced Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65813,0000000,Plainsburg Union Elementary,,Plainsburg Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65821,0000000,Planada Elementary,,Planada Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65839,0000000,Snelling-Merced Falls Union Elementary,,Snelling-Merced Falls Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65862,0000000,Weaver Union ,,Weaver Union ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65870,0000000,Winton,,Winton,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65896,0000000,Surprise Valley Joint Unified,,Surprise Valley Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65961,0000000,Alisal Union,,Alisal Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65979,0000000,Bradley Union Elementary,,Bradley Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65987,0000000,Carmel Unified,,Carmel Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,65995,0000000,Chualar Union,,Chualar Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66027,0000000,Graves Elementary,,Graves Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66035,0000000,Greenfield Union Elementary,,Greenfield Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66050,0000000,King City Union,,King City Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66068,0000000,South Monterey County Joint Union High,,South Monterey County Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66076,0000000,Lagunita Elementary,,Lagunita Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66084,0000000,Mission Union Elementary,,Mission Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66092,0000000,Monterey Peninsula Unified,,Monterey Peninsula Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66134,0000000,Pacific Grove Unified,,Pacific Grove Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66142,0000000,Salinas City Elementary,,Salinas City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66159,0000000,Salinas Union High,,Salinas Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66167,0000000,San Antonio Union Elementary,,San Antonio Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66175,0000000,San Ardo Union Elementary,,San Ardo Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66183,0000000,San Lucas Union Elementary,,San Lucas Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66191,0000000,Santa Rita Union Elementary,,Santa Rita Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66225,0000000,Spreckels Union Elementary,,Spreckels Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66233,0000000,Washington Union Elementary,,Washington Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66241,0000000,Calistoga Joint Unified,,Calistoga Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66258,0000000,Howell Mountain Elementary,,Howell Mountain Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66266,0000000,Napa Valley Unified,,Napa Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66282,0000000,Pope Valley Union Elementary,,Pope Valley Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66290,0000000,Saint Helena Unified,,Saint Helena Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66316,0000000,Chicago Park Elementary,,Chicago Park Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66324,0000000,Clear Creek Elementary,,Clear Creek Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66332,0000000,Grass Valley Elementary,,Grass Valley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66340,0000000,Nevada City Elementary,,Nevada City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66357,0000000,Nevada Joint Union High,,Nevada Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66373,0000000,Pleasant Ridge Union Elementary,,Pleasant Ridge Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66407,0000000,Union Hill Elementary,,Union Hill Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66415,0000000,Twin Ridges Elementary,,Twin Ridges Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66423,0000000,Anaheim Elementary,,Anaheim Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66431,0000000,Anaheim Union High,,Anaheim Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66449,0000000,Brea-Olinda Unified,,Brea-Olinda Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66456,0000000,Buena Park Elementary,,Buena Park Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,66464,0000000,Capistrano Unified,,Capistrano Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
46,70177,0000000,Sierra-Plumas Joint Unified,,Sierra-Plumas Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
47,10470,0000000,Siskiyou County Office of Education,,Siskiyou County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
